spot_artists,spot_song_name,other_artists,other_song_name,match_found,other_index,spot_index,best_match_score,best_match_artist_match_pct,best_match_name_match_pct
jon bon jovi,"blaze of glory - from ""young guns ii"" soundtrack",jon bon jovi,"blaze of glory (from ""young guns ii"")",True,14147.0,1530,90.74852129730301,100.0,82.35294117647058
christina aguilera,come on over baby (all i want is you) - radio version,christina aguilera,come on over baby (all i want is you),True,5249.0,594,90.67647005823628,100.0,82.22222222222221
u2,where the streets have no name - remastered,u2,where the streets have no name,True,30118.0,3246,90.65968278232491,100.0,82.1917808219178
john fred and his playboy band,judy in disguise (with glasses),john fred and the playboys,judy in disguise (with glasses),True,13734.0,1495,90.63269671749657,82.14285714285714,100.0
the tokens,the lion sleeps tonight (wimoweh),the tokens,the lion sleeps tonight,True,28641.0,3089,90.63269671749657,100.0,82.14285714285714
creedence clearwater revival,have you ever seen the rain,creedence clearwater revival,have you ever seen the rain/hey tonight,True,5902.0,659,90.45340337332908,100.0,81.81818181818181
herman's hermits,mrs brown you've got a lovely daughter - 1997 remaster,herman's hermits,mrs. brown you've got a lovely daughter,True,11544.0,1261,90.39935293326323,100.0,81.72043010752688
eric carmen,"hungry eyes - from ""dirty dancing"" soundtrack",eric carmen,"hungry eyes (from ""dirty dancing"")",True,8834.0,978,90.00703207408192,100.0,81.0126582278481
george harrison,got my mind set on you - 2009 mix,george harrison,got my mind set on you,True,10349.0,1103,89.44271909999159,100.0,80.0
eurythmics,sweet dreams (are made of this) - 2005 remaster,eurythmics,sweet dreams (are made of this),True,8992.0,987,89.15558282417287,100.0,79.48717948717949
justin timberlake,what goes around.../...comes around (interlude),justin timberlake,what goes around...comes around,True,14603.0,1586,89.15558282417287,100.0,79.48717948717949
the 5th dimension,"aquarius/let the sunshine in (the flesh failures) - from the musical ""hair""",the 5th dimension,aquarius/let the sunshine in (the flesh failures),True,25495.0,2832,88.90008890013335,100.0,79.03225806451613
bachman-turner overdrive,you ain't seen nothing yet,bachman-turner overdrive,you ain't seen nothing yet/free wheelin',True,1759.0,226,88.76253645985945,100.0,78.78787878787878
p.m. dawn,set adrift on memory bliss (re-recorded),p.m. dawn,set adrift on memory bliss,True,20243.0,2254,88.76253645985945,100.0,78.78787878787878
patti smith,because the night,patti smith group,because the night,True,20460.0,2273,88.64052604279183,78.57142857142857,100.0
big sean,dance (a$$) remix,big sean,dance (a$$),True,2486.0,285,88.64052604279183,100.0,78.57142857142857
the righteous brothers,you've lost that lovin' feelin' - single version,the righteous brothers,you've lost that lovin' feelin',True,28059.0,3036,88.58950990846932,100.0,78.48101265822784
percy faith and his orchestra,"the theme from ""a summer place"" - single version",percy faith and his orchestra,"the theme from ""a summer place""",True,20755.0,2312,88.58950990846932,100.0,78.48101265822784
eddie kendricks,keep on truckin',eddie kendricks,keep on truckin' (part 1),True,8242.0,904,88.34522085987723,100.0,78.04878048780488
hailee steinfeld,starving,hailee steinfeld and grey,starving,True,11243.0,1232,88.34522085987723,78.04878048780488,100.0
vangelis,chariots of fire,vangelis,chariots of fire - titles,True,30279.0,3275,88.34522085987723,100.0,78.04878048780488
toni braxton,you're makin' me high,toni braxton,you're makin' me high/let it flow,True,29541.0,3172,88.19171036881968,100.0,77.77777777777779
journey,separate ways (worlds apart) [2024 remaster],journey,separate ways (worlds apart),True,14304.0,1557,88.19171036881968,100.0,77.77777777777779
fergie,big girls don't cry (personal),fergie,big girls don't cry,True,9279.0,1011,88.06305718527109,100.0,77.55102040816327
anna kendrick,cups (pitch perfect’s “when i’m gone”) - pop version,anna kendrick,cups (pitch perfect's when i'm gone),True,1154.0,158,87.90490729915325,100.0,77.27272727272727
mike posner,i took a pill in ibiza - seeb remix,mike posner,i took a pill in ibiza,True,18655.0,2082,87.85953702139588,100.0,77.19298245614034
monica,why i love you so much,monica,why i love you so much/ain't nobody,True,18896.0,2117,87.85953702139588,100.0,77.19298245614034
foreigner,i want to know what love is - 1999 remaster,foreigner,i want to know what love is,True,9546.0,1049,87.831006565368,100.0,77.14285714285715
simply red,if you don't know me by now - 2008 remaster,simply red,if you don't know me by now,True,23789.0,2698,87.831006565368,100.0,77.14285714285715
wings,listen to what the man said - 2014 remaster,wings,listen to what the man said,True,30788.0,3334,87.831006565368,100.0,77.14285714285715
queen,crazy little thing called love - remastered 2011,queen,crazy little thing called love,True,21481.0,2411,87.70580193070292,100.0,76.92307692307692
snoop dogg,gin and juice,snoop doggy dogg,gin and juice,True,23996.0,2723,87.70580193070292,76.92307692307692,100.0
mariah carey,don't forget about us - radio edit,mariah carey,don't forget about us,True,17545.0,1942,87.38628975053031,100.0,76.36363636363637
swedish house mafia,don't you worry child - radio edit,swedish house mafia,don't you worry child,True,24741.0,2789,87.38628975053031,100.0,76.36363636363637
britney spears,work bitch,britney spears,work b**ch!,True,3973.0,431,87.28715609439695,100.0,76.19047619047619
olivia newton-john,"i love you, i honestly love you",olivia newton-john,i honestly love you,True,19975.0,2217,87.17797887081348,100.0,76.0
three dog night,mama told me (not to come) - single version,three dog night,mama told me (not to come),True,29095.0,3130,86.81147322824312,100.0,75.36231884057972
lionel richie,all night long (all night) - single version,lionel richie,all night long (all night),True,16627.0,1780,86.81147322824312,100.0,75.36231884057972
carole king,i feel the earth move,carole king,it's too late/i feel the earth move,True,4568.0,525,86.60254037844386,100.0,75.0
poison,every rose has its thorn - 2003 remaster,poison,every rose has its thorn,True,21137.0,2378,86.60254037844386,100.0,75.0
michael jackson,the way you make me feel - 2012 remaster,michael jackson,the way you make me feel,True,18471.0,2067,86.60254037844386,100.0,75.0
sly and the family stone,thank you (falettinme be mice elf agin) - single version,sly and the family stone,thank you falettinme be mice elf agin/everybody is a star,True,23903.0,2718,86.21849174384849,100.0,74.33628318584071
queen,another one bites the dust - remastered 2011,queen,another one bites the dust,True,21476.0,2409,86.18916073713346,100.0,74.28571428571429
phil collins,another day in paradise - 2016 remaster,phil collins,another day in paradise,True,20965.0,2331,86.13567692141089,100.0,74.19354838709677
john denver,"take me home, country roads - original version",john denver,"take me home, country roads",True,13719.0,1493,86.00732686214938,100.0,73.97260273972603
the temptations,papa was a rollin' stone - single version,the temptations,papa was a rollin' stone,True,28594.0,3087,85.93378488473195,100.0,73.84615384615385
mcfadden and whitehead,ain't no stoppin' us now - single version,mcfadden and whitehead,ain't no stoppin' us now,True,18113.0,2013,85.93378488473195,100.0,73.84615384615385
internet money,lemonade,internet money and gunna,lemonade,True,11910.0,1303,85.83950752789521,73.6842105263158,100.0
bobby vee,take good care of my baby - 1990 remastered,bobby vee,take good care of my baby,True,3438.0,381,85.74929257125441,100.0,73.52941176470588
john lennon,(just like) starting over - remastered 2010,john lennon,(just like) starting over,True,13753.0,1499,85.74929257125441,100.0,73.52941176470588
the lovin' spoonful,summer in the city - remastered,the lovin' spoonful,summer in the city,True,27360.0,2989,85.71428571428571,100.0,73.46938775510203
simply red,holding back the years - 2008 remaster,simply red,holding back the years,True,23788.0,2697,85.63488385776753,100.0,73.33333333333334
carolina gaitan - la gaita,we don't talk about bruno,carolina gaitan,we don't talk about bruno,True,4577.0,529,85.53989227683016,73.17073170731707,100.0
bobby vinton,roses are red (my love) - single version,bobby vinton,roses are red (my love),True,3479.0,384,85.44932592822077,100.0,73.01587301587303
coldplay,my universe,coldplay x bts,my universe,True,5626.0,624,85.28028654224417,72.72727272727273,100.0
the miracles,love machine,the miracles,love machine (part 1),True,27542.0,3006,85.28028654224417,100.0,72.72727272727273
the romantics,talking in your sleep (2023 remaster),the romantics,talking in your sleep,True,28147.0,3047,85.09629433967632,100.0,72.41379310344827
chicago,hard to say i'm sorry - 2009 remaster,chicago,hard to say i'm sorry,True,5021.0,572,85.09629433967632,100.0,72.41379310344827
redbone,come and get your love - single version,redbone,come and get your love,True,21981.0,2465,84.93005801304012,100.0,72.1311475409836
conway twitty,it's only make believe - single version,conway twitty,it's only make believe,True,5774.0,647,84.93005801304012,100.0,72.1311475409836
poison,nothin' but a good time - remastered 2006,poison,nothin' but a good time,True,21142.0,2379,84.77912478906585,100.0,71.875
duran duran,ordinary world - acoustic,duran duran,ordinary world,True,7993.0,871,84.73185457363233,100.0,71.7948717948718
george michael,don't let the sun go down on me,george michael/elton john,don't let the sun go down on me,True,10394.0,64,84.73185457363233,71.7948717948718,100.0
duran duran,hungry like the wolf - 2009 remaster,duran duran,hungry like the wolf,True,7987.0,870,84.51542547285166,100.0,71.42857142857143
soulja boy,crank that (soulja boy),soulja boy tell'em,crank that (soulja boy),True,24119.0,2733,84.51542547285166,71.42857142857143,100.0
? and the mysterians,96 tears,? (question mark) and the mysterians,96 tears,True,312.0,40,84.51542547285166,71.42857142857143,100.0
whitesnake,here i go again - radio mix,whitesnake,here i go again,True,30603.0,3302,84.51542547285166,100.0,71.42857142857143
journey,don't stop believin' (2024 remaster),journey,don't stop believin',True,14293.0,1553,84.51542547285166,100.0,71.42857142857143
the notorious b.i.g.,mo money mo problems - 2014 remaster,the notorious b.i.g.,mo money mo problems,True,27695.0,3014,84.51542547285166,100.0,71.42857142857143
bette midler,wind beneath my wings,bette midler,"wind beneath my wings (from ""beaches"")",True,2307.0,273,84.37205738748233,100.0,71.1864406779661
george michael,praying for time - remastered,george michael,praying for time,True,10390.0,1113,84.32740427115678,100.0,71.11111111111111
the chainsmokers,something just like this,the chainsmokers and coldplay,something just like this,True,26075.0,2918,84.32740427115678,71.11111111111111,100.0
barbra streisand,no more tears (enough is enough),barbra streisand/donna summer,no more tears (enough is enough),True,2008.0,237,84.32740427115678,71.11111111111111,100.0
bruce springsteen,streets of philadelphia - single edit,bruce springsteen,"streets of philadelphia (from ""philadelphia"")",True,4126.0,446,84.10214463203252,100.0,70.73170731707317
james taylor,you've got a friend - 2019 remaster,james taylor,you've got a friend,True,12504.0,1336,83.8870492807861,100.0,70.37037037037037
eagles,one of these nights - 2013 remaster,eagles,one of these nights,True,8073.0,880,83.8870492807861,100.0,70.37037037037037
def leppard,pour some sugar on me - remastered 2017,def leppard,pour some sugar on me,True,6711.0,739,83.66600265340756,100.0,70.0
the verve,bitter sweet symphony - remastered 2016,the verve,bitter sweet symphony,True,28766.0,3094,83.66600265340756,100.0,70.0
the police,every breath you take - remastered 2003,the police,every breath you take,True,27923.0,3027,83.66600265340756,100.0,70.0
the clash,rock the casbah - remastered,the clash,rock the casbah,True,26158.0,2924,83.52690695845568,100.0,69.76744186046511
ini kamoze,here comes the hotstepper - heartical mix,ini kamoze,"here comes the hotstepper (from ""ready to wear"")",True,11892.0,1302,83.46431653605904,100.0,69.6629213483146
the beatles,the long and winding road - remastered 2009,the beatles,the long and winding road/for you blue,True,25820.0,2894,83.1479419283098,100.0,69.1358024691358
aerosmith,love in an elevator - single version,aerosmith,love in an elevator,True,573.0,89,83.12094145936335,100.0,69.0909090909091
soulja boy,kiss me thru the phone,soulja boy tell 'em,kiss me thru the phone,True,24118.0,2734,83.04547985373998,68.96551724137932,100.0
queen,we are the champions - remastered 2011,queen,we are the champions,True,21495.0,2417,83.04547985373998,100.0,68.96551724137932
the beatles,all you need is love - remastered 2015,the beatles,all you need is love,True,25769.0,2878,83.04547985373998,100.0,68.96551724137932
grand funk railroad,the loco-motion,grand funk,the loco-motion,True,11011.0,1146,83.04547985373998,68.96551724137932,100.0
daryl hall and john oates,you make my dreams (come true),daryl hall john oates,you make my dreams,True,6310.0,701,82.75159265510557,91.30434782608697,75.0
take that,back for good - radio mix,take that,back for good,True,24938.0,2803,82.7170191868511,100.0,68.42105263157895
mike posner,cooler than me - single mix,mike posner,cooler than me,True,18654.0,2081,82.63938705413373,100.0,68.29268292682926
expose,"seasons change - 7"" version",expose,seasons change,True,9053.0,995,82.63938705413373,100.0,68.29268292682926
michael jackson,man in the mirror - 2012 remaster,michael jackson,man in the mirror,True,18459.0,2062,82.46211251235322,100.0,68.0
eagles,heartache tonight - 2013 remaster,eagles,heartache tonight,True,8065.0,877,82.46211251235322,100.0,68.0
bobby lewis,tossin' and trunin' - mono version,bobby lewis,tossin' and turnin',True,3344.0,378,82.41633836921342,100.0,67.9245283018868
elton john,bennie and the jets - remastered 2014,elton john,bennie and the jets,True,8444.0,926,82.3754471047914,100.0,67.85714285714286
bobby mcferrin,don't worry be happy,bobby mcferrin,"don't worry, be happy (from ""cocktail"")",True,3348.0,379,82.33869695926182,100.0,67.79661016949152
led zeppelin,whole lotta love - 1990 remaster,led zeppelin,whole lotta love,True,15902.0,1732,81.64965809277261,100.0,66.66666666666667
calvin harris,feel so close - radio edit,calvin harris,feel so close,True,4362.0,491,81.64965809277261,100.0,66.66666666666667
dionne warwick,then came you,dionne warwicke and spinners,then came you,True,7187.0,782,81.64965809277261,66.66666666666667,100.0
eagles,hotel california - 2013 remaster,eagles,hotel california,True,8067.0,878,81.64965809277261,100.0,66.66666666666667
wings,silly love songs - 2014 remaster,wings,silly love songs,True,30793.0,3335,81.64965809277261,100.0,66.66666666666667
len,steal my sunshine - single version,len,steal my sunshine,True,15964.0,1736,81.64965809277261,100.0,66.66666666666667
maurice williams,stay,maurice williams and the zodiacs,stay,True,18058.0,2009,81.64965809277261,66.66666666666667,100.0
the beatles,we can work it out - remastered 2015,the beatles,we can work it out,True,25824.0,2896,81.64965809277261,100.0,66.66666666666667
maureen mcgovern,the morning after - single version,maureen mcgovern,the morning after,True,18051.0,2008,81.64965809277261,100.0,66.66666666666667
ricky nelson,travelin' man - remastered,ricky nelson,travelin' man,True,22251.0,2484,81.64965809277261,100.0,66.66666666666667
santana,black magic woman - single version,santana,black magic woman,True,23203.0,2625,81.64965809277261,100.0,66.66666666666667
megan thee stallion,savage remix,megan thee stallion,savage,True,18213.0,2029,81.64965809277261,100.0,66.66666666666667
third eye blind,never let you go - 2008 remaster,third eye blind,never let you go,True,29015.0,3121,81.64965809277261,100.0,66.66666666666667
elton john,candle in the wind - remastered 2014,elton john,candle in the wind,True,8450.0,927,81.64965809277261,100.0,66.66666666666667
the beatles,a hard day's night - remastered 2009,the beatles,a hard day's night,True,25765.0,2877,81.64965809277261,100.0,66.66666666666667
norman greenbaum,spirit in the sky - deluxe edition,norman greenbaum,spirit in the sky,True,19840.0,2202,81.64965809277261,100.0,66.66666666666667
"bobby ""boris"" pickett",monster mash,"bobby ""boris"" pickett and the crypt-kickers",monster mash,True,3172.0,374,81.00925873009825,65.625,100.0
stevie b,because i love you,stevie b,because i love you (the postman song),True,24434.0,2504,80.90398349558905,100.0,65.45454545454545
2pac,how do u want it - edit,2pac,how do u want it/california love,True,161.0,19,80.90398349558905,100.0,65.45454545454545
queen,bohemian rhapsody - remastered 2011,queen,bohemian rhapsody,True,21479.0,2410,80.860754006264,100.0,65.38461538461539
the beatles,eight days a week - remastered 2009,the beatles,eight days a week,True,25777.0,2881,80.860754006264,100.0,65.38461538461539
lou christie,lightning strikes (original mix),lou christie,lightnin' strikes,True,17028.0,1877,80.81220356417685,100.0,65.3061224489796
michael jackson,smooth criminal - 2012 remaster,michael jackson,smooth criminal,True,18469.0,2066,80.75728530872483,100.0,65.21739130434783
eagles,new kid in town - 2013 remaster,eagles,new kid in town,True,8072.0,879,80.75728530872483,100.0,65.21739130434783
genesis,invisible touch - 2007 remaster,genesis,invisible touch,True,10293.0,1098,80.75728530872483,100.0,65.21739130434783
fleetwood mac,go your own way - 2004 remaster,fleetwood mac,go your own way,True,9414.0,1028,80.75728530872483,100.0,65.21739130434783
rick dees and his cast of idiots,disco duck - pt. 1 vocal,rick dees and his cast of idiots,disco duck (part i),True,22138.0,2479,80.6946584785929,100.0,65.11627906976744
jennifer lopez,ain't it funny - murder remix,jennifer lopez,ain't it funny,True,12908.0,1449,80.6946584785929,100.0,65.11627906976744
missy elliott,work it,"missy ""misdemeanor"" elliott",work it,True,18784.0,2108,80.62257748298549,65.0,100.0
missy elliott,get ur freak on,"missy ""misdemeanor"" elliott",get ur freak on,True,18776.0,2106,80.62257748298549,65.0,100.0
george michael,one more try - remastered,george michael,one more try,True,10389.0,1112,80.53872662568291,100.0,64.86486486486487
jennifer lopez,on the floor - radio edit,jennifer lopez,on the floor,True,12929.0,1453,80.53872662568291,100.0,64.86486486486487
john lennon,instant karma! (we all shine on) - remastered 2010,john ono lennon,instant karma (we all shine on),True,13823.0,1502,80.47815320569806,84.61538461538461,76.54320987654322
aerosmith,"i don't want to miss a thing - from ""armageddon"" soundtrack",aerosmith,i don't want to miss a thing,True,567.0,88,80.22955570857539,100.0,64.36781609195403
blondie,the tide is high - remastered 2001,blondie,the tide is high,True,2999.0,343,80.0,100.0,64.0
mike + the mechanics,the living years - 2014 remastered,mike + the mechanics,the living years,True,18639.0,2077,80.0,100.0,64.0
the beatles,paperback writer - remastered 2015,the beatles,paperback writer,True,25803.0,2890,80.0,100.0,64.0
isaac hayes,theme from shaft - remastered 2009,isaac hayes,theme from shaft,True,11960.0,1311,80.0,100.0,64.0
kc and the sunshine band,please don't go - single version,kc and the sunshine band,please don't go,True,14903.0,1631,79.89354619369612,100.0,63.829787234042556
sade,smooth operator - single version,sade,smooth operator,True,22991.0,2601,79.89354619369612,100.0,63.829787234042556
the who,won't get fooled again - original album version,the who,won't get fooled again,True,28936.0,3114,79.85494095046904,100.0,63.76811594202898
the monkees,i'm a believer - 2006 remaster,the monkees,i'm a believer,True,27576.0,3008,79.77240352174655,100.0,63.63636363636363
phil collins,one more night - 2016 remaster,phil collins,one more night,True,20980.0,2333,79.77240352174655,100.0,63.63636363636363
the partridge family,i think i love you,the partridge family starring shirley jones,i think i love you,True,27823.0,3023,79.68190728895958,63.49206349206349,100.0
ariana grande,love me harder,ariana grande and the weeknd,love me harder,True,1407.0,179,79.63330593811955,63.41463414634146,100.0
cardi b,bodak yellow,cardi b,bodak yellow (money moves),True,4462.0,516,79.47194142390262,100.0,63.1578947368421
major lazer,lean on,major lazer and dj snake,lean on,True,17510.0,1929,79.28249671720918,62.857142857142854,100.0
chris isaak,wicked game - remastered,chris isaak,wicked game,True,5176.0,565,79.28249671720918,100.0,62.857142857142854
paul mccartney,coming up - live in glasgow,paul mccartney and wings,coming up (live at glasgow),True,20586.0,2284,79.2262779569278,73.6842105263158,85.18518518518519
3 doors down,here without you - acoustic version,3 doors down,here without you,True,177.0,21,79.21180343813394,100.0,62.745098039215684
culture club,karma chameleon - remastered 2002,culture club,karma chameleon,True,5975.0,665,79.05694150420949,100.0,62.5
queensryche,silent lucidity - remastered 2003,queensryche,silent lucidity,True,21511.0,2419,79.05694150420949,100.0,62.5
louis armstrong,"hello, dolly!",louis armstrong and the all stars,"hello, dolly!",True,17073.0,1881,79.05694150420949,62.5,100.0
the beach boys,good vibrations - remastered 2001,the beach boys,good vibrations,True,25731.0,2846,79.05694150420949,100.0,62.5
the mamas and the papas,"monday, monday - single version",the mamas and the papas,"monday, monday",True,27402.0,2994,78.88106377466154,100.0,62.22222222222222
michael jackson,black or white - single version,michael jackson,black or white,True,18446.0,2058,78.88106377466154,100.0,62.22222222222222
donna summer,macarthur park - single version,donna summer,macarthur park,True,7511.0,827,78.88106377466154,100.0,62.22222222222222
drake,money in the grave (drake ft. rick ross),drake,money in the grave,True,7796.0,851,78.78385971583353,100.0,62.06896551724138
led zeppelin,black dog - remaster,led zeppelin,black dog,True,15893.0,1724,78.78385971583353,100.0,62.06896551724138
psy,gangnam style (강남스타일),psy,gangnam style,True,21396.0,2318,78.67957924694431,100.0,61.904761904761905
soul asylum,runaway train (2022 remaster),soul asylum,runaway train,True,24102.0,2732,78.67957924694431,100.0,61.904761904761905
marilyn mccoo,you don't have to be a star (to be in my show),marilyn mccoo and billy davis,you don't have to be a star (to be in my show),True,17645.0,1958,78.67957924694431,61.904761904761905,100.0
ernie k-doe,mother-in-law - 2002 remaster,ernie k-doe,mother-in-law,True,8914.0,985,78.67957924694431,100.0,61.904761904761905
don mclean,american pie,don mclean,american pie (parts i & ii),True,7447.0,823,78.44645405527362,100.0,61.53846153846154
lil baby,yes indeed,lil baby and drake,yes indeed,True,16178.0,1753,78.44645405527362,61.53846153846154,100.0
boyz ii men,end of the road,boyz ii men,"end of the road (from ""boomerang"")",True,3655.0,408,78.24607964359515,100.0,61.224489795918366
the beatles acoustic trio,ticket to ride,the beatles,ticket to ride,True,25822.0,2556,78.17359599705716,61.111111111111114,100.0
creedence clearwater revival,up around the bend,creedence clearwater revival,up around the bend/run through the jungle,True,5912.0,661,78.11334658849431,100.0,61.01694915254237
paul mccartney,ebony and ivory,paul mccartney and stevie wonder,ebony and ivory,True,20584.0,2285,78.0189497605494,60.86956521739131,100.0
bert kaempfert,wonderland by night,bert kaempfert and his orchestra,wonderland by night,True,2286.0,272,78.0189497605494,60.86956521739131,100.0
maroon 5,girls like you - cardi b version,maroon 5,girls like you,True,17701.0,1967,78.0189497605494,100.0,60.86956521739131
elton john,don't go breaking my heart,elton john and kiki dee,don't go breaking my heart,True,8501.0,929,77.8498944161523,60.60606060606061,100.0
marshmello,happier,marshmello and bastille,happier,True,17743.0,1975,77.8498944161523,60.60606060606061,100.0
oasis,wonderwall - remastered,oasis,wonderwall,True,19885.0,1976,77.8498944161523,100.0,60.60606060606061
the kingston trio,tom dooley - remastered,the kingston trio,tom dooley,True,27250.0,2982,77.8498944161523,100.0,60.60606060606061
avril lavigne,girlfriend - radio edit,avril lavigne,girlfriend,True,1584.0,212,77.8498944161523,100.0,60.60606060606061
michael jackson,rock with you - single version,michael jackson,rock with you,True,18465.0,2065,77.75931859209528,100.0,60.46511627906976
sly and the family stone,family affair - single version,sly and the family stone,family affair,True,23891.0,2717,77.75931859209528,100.0,60.46511627906976
mims,this is why i'm hot - album version (edited),mims,this is why i'm hot,True,18721.0,2097,77.66431633476235,100.0,60.31746031746032
post malone,sunflower - spider-man: into the spider-verse,post malone and swae lee,sunflower (spider-man: into the spider-verse),True,21291.0,2392,77.50064003831972,62.857142857142854,95.55555555555556
eagles,take it easy - 2013 remaster,eagles,take it easy,True,8078.0,882,77.45966692414834,100.0,60.0
the browns,the three bells (les trois cloches),the browns,the three bells,True,25965.0,2906,77.45966692414834,100.0,60.0
peter gabriel,sledgehammer - 2012 remaster,peter gabriel,sledgehammer,True,20904.0,2322,77.45966692414834,100.0,60.0
mariah carey,one sweet day,mariah carey and boyz ii men,one sweet day,True,17630.0,1953,77.45966692414834,60.0,100.0
the marvelettes,please mr. postman - single version / mono,the marvelettes,please mr. postman,True,27468.0,2998,77.45966692414834,100.0,60.0
david bowie,space oddity - 2015 remaster,david bowie,space oddity,True,6405.0,712,77.45966692414834,100.0,60.0
a great big world,say something,a great big world and christina aguilera,say something,True,346.0,43,77.2328445721233,59.64912280701755,100.0
hi-five,i like the way,hi-five,i like the way (the kissing game),True,11557.0,1262,77.18449849879597,100.0,59.57446808510638
genesis,i can't dance - remastered 2007,genesis,i can't dance,True,10290.0,1097,76.87061147858073,100.0,59.09090909090908
the dave clark five,over and over - 2019 - remaster,the dave clark five,over and over,True,26319.0,2935,76.87061147858073,100.0,59.09090909090908
philip bailey,easy lover,philip bailey with phil collins,easy lover,True,21004.0,2341,76.87061147858073,59.09090909090908,100.0
coolio,gangsta's paradise,coolio,"gangsta's paradise (from ""dangerous minds"")",True,5796.0,648,76.82212795973759,100.0,59.01639344262295
santa esmeralda,don't let me be misunderstood,santa esmeralda starring leroy gomez,don't let me be misunderstood,True,23202.0,2624,76.69649888473705,58.82352941176471,100.0
peabo bryson,a whole new world (aladdin's theme),peabo bryson and regina belle,a whole new world (aladdin's theme),True,20686.0,2299,76.5092055676006,58.53658536585367,100.0
shelley fabares,johnny angel - single version,shelley fabares,johnny angel,True,23640.0,2671,76.5092055676006,100.0,58.53658536585367
pitbull,time of our lives,pitbull and ne-yo,time of our lives,True,21073.0,2374,76.37626158259734,58.33333333333333,100.0
fleetwood mac,little lies - 2017 remaster,fleetwood mac,little lies,True,9418.0,1031,76.08859102526822,100.0,57.89473684210527
david bowie,let's dance - 2018 remaster,david bowie,let's dance,True,6400.0,711,76.08859102526822,100.0,57.89473684210527
michael jackson,dirty diana - 2012 remaster,michael jackson,dirty diana,True,18449.0,2059,76.08859102526822,100.0,57.89473684210527
usher,nice & slow - radio version,usher,nice & slow,True,30180.0,3260,76.08859102526822,100.0,57.89473684210527
the beatles,"hello, goodbye - remastered 2009",the beatles,hello goodbye,True,25783.0,2883,76.0116950066092,100.0,57.77777777777777
celine dion,"my heart will go on - love theme from ""titanic""",celine dion,my heart will go on,True,4741.0,545,75.8786910639328,100.0,57.57575757575757
alicia keys,girl on fire - inferno version,alicia keys,girl on fire,True,853.0,135,75.59289460184544,100.0,57.14285714285714
ricky nelson,poor little fool - 2001 digital remaster,ricky nelson,poor little fool,True,22248.0,2483,75.59289460184544,100.0,57.14285714285714
macklemore,can't hold us,macklemore and ryan lewis,can't hold us,True,17403.0,1905,75.59289460184544,57.14285714285714,100.0
dj snake,turn down for what,dj snake and lil jon,turn down for what,True,7312.0,795,75.59289460184544,57.14285714285714,100.0
queen,killer queen - remastered 2011,queen,killer queen,True,21488.0,2414,75.59289460184544,100.0,57.14285714285714
the chiffons,he's so fine - remastered 2000,the chiffons,he's so fine,True,26135.0,2922,75.59289460184544,100.0,57.14285714285714
lady a,just a kiss,lady antebellum,just a kiss,True,15690.0,1702,75.59289460184544,57.14285714285714,100.0
lady a,need you now,lady antebellum,need you now,True,15694.0,1703,75.59289460184544,57.14285714285714,100.0
marshmello,friends,marshmello and anne-marie,friends,True,17742.0,1974,75.59289460184544,57.14285714285714,100.0
george harrison,my sweet lord - remastered 2014,george harrison,my sweet lord/isn't it a pity,True,10351.0,1105,75.27726527090809,100.0,56.666666666666664
steve winwood,higher love - single version,steve winwood,higher love,True,24423.0,2764,75.10676161988107,100.0,56.41025641025641
tommy james and the shondells,hanky panky - single version,tommy james and the shondells,hanky panky,True,29467.0,3164,75.10676161988107,100.0,56.41025641025641
the young rascals,good lovin' - single version,the young rascals,good lovin',True,28972.0,3115,75.10676161988107,100.0,56.41025641025641
ray charles,georgia on my mind - original master recording,ray charles,georgia on my mind,True,21784.0,2447,75.0,100.0,56.25
deniece williams,"let's hear it for the boy - from ""footloose"" original soundtrack",deniece williams,let's hear it for the boy,True,6808.0,744,74.95316889958615,100.0,56.17977528089888
ellie goulding,"love me like you do - from ""fifty shades of grey""",ellie goulding,love me like you do,True,8427.0,923,74.7545001596402,100.0,55.88235294117647
shawn mendes,senorita,shawn mendes and camila cabello,senorita,True,23590.0,2664,74.70873676376284,55.81395348837209,100.0
lana del rey,summertime sadness,lana del rey and cedric gervais,summertime sadness,True,15762.0,1713,74.70873676376284,55.81395348837209,100.0
the guess who,american woman - 2024 remaster,the guess who,american woman/no sugar tonight,True,26854.0,2959,74.65768876548,100.0,55.73770491803278
janet jackson,together again,janet,together again,True,12588.0,1197,74.53559924999298,55.55555555555556,100.0
fleetwood mac,everywhere - 2017 remaster,fleetwood mac,everywhere,True,9411.0,1027,74.53559924999298,100.0,55.55555555555556
the beatles,come together - remastered 2009,the beatles,come together/something,True,25774.0,2880,74.53559924999298,100.0,55.55555555555556
janet jackson,doesn't really matter,janet,doesn't really matter,True,12581.0,1344,74.53559924999298,55.55555555555556,100.0
phil collins,two hearts - 2016 remaster,phil collins,two hearts,True,20984.0,2337,74.53559924999298,100.0,55.55555555555556
yes,roundabout - 2003 remaster,yes,roundabout,True,30940.0,3354,74.53559924999298,100.0,55.55555555555556
florida georgia line,this is how we roll,florida georgia line ft. jason derulo and luke bryan,this is how we roll,True,9483.0,1042,74.53559924999298,55.55555555555556,100.0
genesis,that's all - 2007 remaster,genesis,that's all,True,10304.0,1100,74.53559924999298,100.0,55.55555555555556
snoop dogg,"young, wild & free",snoop dogg and wiz khalifa,"young, wild & free",True,23993.0,2724,74.53559924999298,55.55555555555556,100.0
