top_artist,artists,song_name,duration,popularity,spotify_id,album_name,album_id,album_release_date,album_release_date_precision,album_image,explicit_lyrics,isrc,spotify_url,available_markets
2pac,2pac,do for love,281600,78,4AE7Lj39VnSZNOmGH2iZaq,r u still down? [remember me],7zURSbIVZ5vl3NIKkrVRvl,1997-01-01,day,https://i.scdn.co/image/ab67616d00001e028e0ff34ad21955b6f4da9b86,True,USDJ20300663,https://open.spotify.com/track/4AE7Lj39VnSZNOmGH2iZaq,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
2pac,"2pac, outlawz",hit 'em up - single version,312626,83,0Z2J91b2iTGLVTZC4fKgxf,greatest hits,1WBZyULtlANBKed7Zf9cDP,1998-01-01,day,https://i.scdn.co/image/ab67616d00001e02d81a092eb373ded457d94eec,True,USUG10801475,https://open.spotify.com/track/0Z2J91b2iTGLVTZC4fKgxf,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
2pac,"2pac, k-ci and jojo",how do u want it (ft. k-ci & jojo),287546,74,2S2x5N5VJNn7vqYukvoFFC,all eyez on me,78iX7tMceN0FsnmabAtlOC,1996-02-13,day,https://i.scdn.co/image/ab67616d00001e02073aebff28f79959d2543596,True,USKO10403604,https://open.spotify.com/track/2S2x5N5VJNn7vqYukvoFFC,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
2pac,"2pac, digital underground",i get around,259000,69,4voEoczU7Ijborps9XF1n3,strictly 4 my n.i.g.g.a.z...,7FK1855C3n1Q0RKbmvl7ll,1993-02-16,day,https://i.scdn.co/image/ab67616d00001e027f6f6c9e4b492a3d7e910d82,True,USIR19300816,https://open.spotify.com/track/4voEoczU7Ijborps9XF1n3,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, TJ, VE, ET, XK"
3 doors down,3 doors down,here without you - acoustic version,232013,64,2Zi27tBhXnDQTz3porgaiw,seventeen days,5ummoakdV67zKupzNi8Rey,2005-01-01,year,https://i.scdn.co/image/ab67616d00001e02b296ff101658ac17f75e343b,False,USUR10500027,https://open.spotify.com/track/2Zi27tBhXnDQTz3porgaiw,"AR, AU, AT, BE, BO, BR, BG, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, XK"
3 doors down,3 doors down,kryptonite,233933,83,6ZOBP3NvffbU4SZcrnt1k6,the better life,5gO2acKSOaJnP0Mcy8IpU6,2000-01-01,year,https://i.scdn.co/image/ab67616d00001e022868c4713a3912fd476b42f1,False,USUR19980187,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, XK"
4 non blondes,4 non blondes,what's up?,295533,84,0jWgAnTrNZmOGmqgvHhZEm,"bigger, better, faster, more !",2P8M5eo4zWFD0JJtH4D0iA,1992-01-01,day,https://i.scdn.co/image/ab67616d00001e02381371cb8ce680d0dc324600,False,USIR19200553,https://open.spotify.com/track/0jWgAnTrNZmOGmqgvHhZEm,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
50 cent,"50 cent, nate dogg",21 questions,224426,74,41bIQPBE1lFN0mmw6Lmssz,get rich or die tryin',4ycNE7y1rp5215g1kkqk1P,2003-02-06,day,https://i.scdn.co/image/ab67616d00001e02f7f74100d5cc850e01172cbf,True,USIR10300002,https://open.spotify.com/track/41bIQPBE1lFN0mmw6Lmssz,"AU, CA, CR, DO, GT, HN, JP, MX, NI, PA, SV, US"
50 cent,"50 cent, olivia",candy shop,209106,82,5D2mYZuzcgjpchVY1pmTPh,the massacre,2pidzXTaHV4WaIJYRxKDCH,2005-03-03,day,https://i.scdn.co/image/ab67616d00001e0291f7222996c531b981e7bb3d,True,USIR10500072,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, RW, TG, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
50 cent,50 cent,in da club,193466,76,4RY96Asd9IefaL3X4LOLZ8,get rich or die tryin',4ycNE7y1rp5215g1kkqk1P,2003-02-06,day,https://i.scdn.co/image/ab67616d00001e02f7f74100d5cc850e01172cbf,True,USIR10300033,https://open.spotify.com/track/4RY96Asd9IefaL3X4LOLZ8,"AU, CA, CR, DO, GT, HN, JP, MX, NI, PA, SV, US"
50 cent,50 cent,just a lil bit,237706,6,0x7U32vZzq7e1qVpA0MBwK,the massacre,3PdtIrHMhNPNGV2NQAlTuU,2005-03-03,day,https://i.scdn.co/image/ab67616d00001e02edc8039b4fdf96a8ebb480ad,True,USIR10500279,https://open.spotify.com/track/0x7U32vZzq7e1qVpA0MBwK,
50 cent,50 cent,many men (wish death),256226,3,5a0S3P4JeMAoeL79YNc2UJ,get rich or die tryin' (explicit uk version),12hpmbw6mQSdjQH0zsqtoz,2003-02-06,day,https://i.scdn.co/image/ab67616d00001e02ad676742b4c5ff126050ab90,True,USIR10300018,https://open.spotify.com/track/5a0S3P4JeMAoeL79YNc2UJ,
50 cent,"50 cent, snoop dogg",p.i.m.p. - snoop dogg remix,288920,3,6EqElHlXS9rGsLkbgaCIqA,p.i.m.p.,1QfJ4QuiLb8lUHSXegyyFp,2003-08-12,day,https://i.scdn.co/image/ab67616d00001e020cfe1b9a5b70ab56804e4cbc,True,USIR10311994,https://open.spotify.com/track/6EqElHlXS9rGsLkbgaCIqA,
6ix9ine,"6ix9ine, nicki minaj, murda beatz",fefe,179404,7,2E124GmJRnBJuXbTb4cPUB,fefe (feat. nicki minaj & murda beatz),0gjZidNFs7O2qqE2Z5elJ3,2018-07-22,day,https://i.scdn.co/image/ab67616d00001e02a16370461881d18ace95d83f,True,QMEU31894160,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,
6ix9ine,6ix9ine,gooba,132303,3,4NhDYoQTYCdWHTvlbGVgwo,gooba,4kIWi5LcrqAWQD09CE05Ps,2020-05-08,day,https://i.scdn.co/image/ab67616d00001e023e68a2c61ab786e2526f7269,True,QZA742002191,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,
6ix9ine,"6ix9ine, nicki minaj",trollz (with nicki minaj),202666,0,3dVvWnj4D8JGkKvo6Hucso,trollz (with nicki minaj),7k3BOYZVMerwnrGSTBPJwD,2020-06-12,day,https://i.scdn.co/image/ab67616d00001e02ee39017530114e6f8e5908cc,True,QZA742002508,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso,
